rn,strata,title,time,event_rr3,censor_rr3,at_risk_rr3,stderr,std.chaz
98,eth_asian=FALSE,Learners to Restricted,97,S,63,360,0.020427587,0.020233756
99,eth_asian=FALSE,Learners to Restricted,98,S,48,294,0.020709782,0.020517655
100,eth_asian=FALSE,Learners to Restricted,99,S,51,243,0.022285421,0.022081962
101,eth_asian=FALSE,Learners to Restricted,100,S,36,189,0.023520806,0.023315285
102,eth_asian=FALSE,Learners to Restricted,101,S,48,153,0.026994258,0.026729702
103,eth_asian=FALSE,Learners to Restricted,102,S,36,102,0.030474743,0.030175092
104,eth_asian=FALSE,Learners to Restricted,103,S,15,63,0.030474743,0.030175092
105,eth_asian=FALSE,Learners to Restricted,104,S,21,48,0.042392717,0.041755508
106,eth_asian=FALSE,Learners to Restricted,105,S,9,27,0.057754688,0.056769819
107,eth_asian=FALSE,Learners to Restricted,106,S,12,18,0.057754688,0.056769819
108,eth_asian=FALSE,Learners to Restricted,107,S,S,S,S,S
1,eth_asian=TRUE,Learners to Restricted,0,S,9,5922,0,0
2,eth_asian=TRUE,Learners to Restricted,1,S,12,5913,0,0
3,eth_asian=TRUE,Learners to Restricted,2,S,15,5901,0,0
4,eth_asian=TRUE,Learners to Restricted,3,S,12,5889,0,0
5,eth_asian=TRUE,Learners to Restricted,4,S,15,5877,0,0
6,eth_asian=TRUE,Learners to Restricted,5,S,21,5862,0,0
7,eth_asian=TRUE,Learners to Restricted,6,102,18,5841,0.00176139,0.001745642
8,eth_asian=TRUE,Learners to Restricted,7,231,12,5721,0.003243605,0.00318805
9,eth_asian=TRUE,Learners to Restricted,8,237,6,5478,0.00433347,0.004250213
10,eth_asian=TRUE,Learners to Restricted,9,204,9,5235,0.005154632,0.005054736
11,eth_asian=TRUE,Learners to Restricted,10,198,12,5019,0.005898549,0.005783343
12,eth_asian=TRUE,Learners to Restricted,11,198,21,4806,0.006616117,0.006485021
13,eth_asian=TRUE,Learners to Restricted,12,204,12,4590,0.007342703,0.007193526
14,eth_asian=TRUE,Learners to Restricted,13,198,18,4371,0.008047693,0.007880705
15,eth_asian=TRUE,Learners to Restricted,14,159,12,4158,0.008621348,0.008444059
16,eth_asian=TRUE,Learners to Restricted,15,156,18,3987,0.009198034,0.009009649
17,eth_asian=TRUE,Learners to Restricted,16,144,12,3816,0.009740943,0.009542945
18,eth_asian=TRUE,Learners to Restricted,17,126,24,3657,0.010236853,0.010031371
19,eth_asian=TRUE,Learners to Restricted,18,138,24,3507,0.010792272,0.010575859
20,eth_asian=TRUE,Learners to Restricted,19,123,12,3345,0.011303789,0.011078777
21,eth_asian=TRUE,Learners to Restricted,20,117,12,3213,0.011807869,0.011574496
22,eth_asian=TRUE,Learners to Restricted,21,117,S,3084,0.01234135,0.012097913
23,eth_asian=TRUE,Learners to Restricted,22,81,6,2961,0.012729573,0.012482782
24,eth_asian=TRUE,Learners to Restricted,23,87,24,2871,0.013144967,0.012893647
25,eth_asian=TRUE,Learners to Restricted,24,96,9,2763,0.013621192,0.013362605
26,eth_asian=TRUE,Learners to Restricted,25,102,12,2661,0.014149188,0.0138806
27,eth_asian=TRUE,Learners to Restricted,26,87,9,2550,0.01461924,0.014343742
28,eth_asian=TRUE,Learners to Restricted,27,66,6,2457,0.015004393,0.014725537
29,eth_asian=TRUE,Learners to Restricted,28,60,9,2385,0.015355302,0.015074189
30,eth_asian=TRUE,Learners to Restricted,29,75,12,2316,0.015819243,0.015531443
31,eth_asian=TRUE,Learners to Restricted,30,72,12,2229,0.016291863,0.01599704
32,eth_asian=TRUE,Learners to Restricted,31,63,6,2145,0.016718405,0.01641866
33,eth_asian=TRUE,Learners to Restricted,32,51,S,2076,0.017077373,0.016775159
34,eth_asian=TRUE,Learners to Restricted,33,54,S,2019,0.017463933,0.017158314
35,eth_asian=TRUE,Learners to Restricted,34,39,6,1959,0.017750387,0.017444181
36,eth_asian=TRUE,Learners to Restricted,35,45,15,1914,0.018108796,0.017800085
37,eth_asian=TRUE,Learners to Restricted,36,51,6,1854,0.018525262,0.018212089
38,eth_asian=TRUE,Learners to Restricted,37,57,9,1797,0.01901146,0.018690939
39,eth_asian=TRUE,Learners to Restricted,38,39,S,1731,0.019377401,0.019054295
40,eth_asian=TRUE,Learners to Restricted,39,42,S,1683,0.01977578,0.019449041
41,eth_asian=TRUE,Learners to Restricted,40,36,9,1635,0.020112032,0.019783581
42,eth_asian=TRUE,Learners to Restricted,41,36,9,1590,0.020460934,0.020130437
43,eth_asian=TRUE,Learners to Restricted,42,45,S,1548,0.020929449,0.020592766
44,eth_asian=TRUE,Learners to Restricted,43,36,S,1497,0.021319571,0.020979697
45,eth_asian=TRUE,Learners to Restricted,44,27,9,1452,0.021633966,0.021293004
46,eth_asian=TRUE,Learners to Restricted,45,30,S,1419,0.021971624,0.021629024
47,eth_asian=TRUE,Learners to Restricted,46,21,6,1383,0.022211758,0.021869411
48,eth_asian=TRUE,Learners to Restricted,47,36,12,1356,0.022647971,0.022300988
49,eth_asian=TRUE,Learners to Restricted,48,45,9,1305,0.023242475,0.022883986
50,eth_asian=TRUE,Learners to Restricted,49,33,6,1254,0.023701589,0.023338001
51,eth_asian=TRUE,Learners to Restricted,50,30,12,1215,0.024108347,0.023741543
52,eth_asian=TRUE,Learners to Restricted,51,27,S,1176,0.024519264,0.024149203
53,eth_asian=TRUE,Learners to Restricted,52,21,18,1143,0.024866323,0.024494777
54,eth_asian=TRUE,Learners to Restricted,53,30,12,1104,0.025386125,0.025007651
55,eth_asian=TRUE,Learners to Restricted,54,27,12,1062,0.02588535,0.02550103
56,eth_asian=TRUE,Learners to Restricted,55,30,12,1017,0.026473436,0.026079825
57,eth_asian=TRUE,Learners to Restricted,56,27,6,978,0.027037791,0.026636274
58,eth_asian=TRUE,Learners to Restricted,57,21,9,942,0.027481764,0.027076866
59,eth_asian=TRUE,Learners to Restricted,58,30,S,912,0.028105171,0.0276902
60,eth_asian=TRUE,Learners to Restricted,59,27,9,879,0.028763385,0.028337017
61,eth_asian=TRUE,Learners to Restricted,60,30,S,840,0.029518084,0.029075806
62,eth_asian=TRUE,Learners to Restricted,61,27,S,807,0.030235926,0.029780216
63,eth_asian=TRUE,Learners to Restricted,62,12,6,774,0.030598725,0.030142352
64,eth_asian=TRUE,Learners to Restricted,63,21,9,756,0.031183647,0.030720363
65,eth_asian=TRUE,Learners to Restricted,64,12,21,723,0.031617323,0.031152035
66,eth_asian=TRUE,Learners to Restricted,65,21,15,690,0.032330825,0.031854133
67,eth_asian=TRUE,Learners to Restricted,66,18,18,654,0.032955864,0.032472015
68,eth_asian=TRUE,Learners to Restricted,67,15,9,618,0.033561001,0.033071235
69,eth_asian=TRUE,Learners to Restricted,68,12,9,594,0.034117584,0.033623666
70,eth_asian=TRUE,Learners to Restricted,69,9,9,570,0.034527594,0.034033098
71,eth_asian=TRUE,Learners to Restricted,70,S,12,552,0.034815731,0.034322216
72,eth_asian=TRUE,Learners to Restricted,71,9,24,531,0.035381092,0.034883814
73,eth_asian=TRUE,Learners to Restricted,72,18,15,495,0.036374202,0.035856713
74,eth_asian=TRUE,Learners to Restricted,73,6,S,465,0.036883657,0.036364628
75,eth_asian=TRUE,Learners to Restricted,74,9,15,453,0.037485343,0.036962736
76,eth_asian=TRUE,Learners to Restricted,75,12,S,429,0.038227112,0.037697345
77,eth_asian=TRUE,Learners to Restricted,76,9,27,414,0.038926239,0.038390811
78,eth_asian=TRUE,Learners to Restricted,77,S,24,378,0.039470514,0.038933873
79,eth_asian=TRUE,Learners to Restricted,78,S,18,345,0.039682802,0.039147831
80,eth_asian=TRUE,Learners to Restricted,79,9,15,324,0.040655406,0.040109358
81,eth_asian=TRUE,Learners to Restricted,80,9,12,300,0.041895828,0.041329133
82,eth_asian=TRUE,Learners to Restricted,81,6,9,279,0.042982573,0.042403115
83,eth_asian=TRUE,Learners to Restricted,82,S,12,261,0.043489931,0.042911492
84,eth_asian=TRUE,Learners to Restricted,83,S,21,246,0.044441225,0.043856029
85,eth_asian=TRUE,Learners to Restricted,84,9,S,222,0.046061706,0.045446509
86,eth_asian=TRUE,Learners to Restricted,85,S,9,207,0.047064218,0.046443064
87,eth_asian=TRUE,Learners to Restricted,86,S,9,198,0.047619733,0.047000211
88,eth_asian=TRUE,Learners to Restricted,87,S,S,186,0.04918789,0.048545897
89,eth_asian=TRUE,Learners to Restricted,88,S,9,174,0.049870381,0.049229351
90,eth_asian=TRUE,Learners to Restricted,89,S,18,159,0.051053713,0.05040552
91,eth_asian=TRUE,Learners to Restricted,90,S,21,138,0.052086908,0.051436723
92,eth_asian=TRUE,Learners to Restricted,91,S,9,114,0.052801596,0.052154125
93,eth_asian=TRUE,Learners to Restricted,92,S,9,105,0.054524645,0.053865189
94,eth_asian=TRUE,Learners to Restricted,93,S,S,93,0.057651106,0.056929595
95,eth_asian=TRUE,Learners to Restricted,94,S,9,84,0.058853258,0.058132496
96,eth_asian=TRUE,Learners to Restricted,95,S,9,75,0.058853258,0.058132496
97,eth_asian=TRUE,Learners to Restricted,96,S,6,66,0.060801367,0.060074583
98,eth_asian=TRUE,Learners to Restricted,97,S,S,60,0.063239913,0.062499765
99,eth_asian=TRUE,Learners to Restricted,98,S,S,51,0.066267967,0.065503345
100,eth_asian=TRUE,Learners to Restricted,99,S,9,45,0.073984421,0.072964005
101,eth_asian=TRUE,Learners to Restricted,100,S,S,36,0.079460875,0.078358615
102,eth_asian=TRUE,Learners to Restricted,101,S,15,30,0.08686517,0.085610357
103,eth_asian=TRUE,Learners to Restricted,102,S,9,12,0.08686517,0.085610357
104,eth_asian=TRUE,Learners to Restricted,103,S,S,S,S,S
105,eth_asian=TRUE,Learners to Restricted,104,S,S,S,S,S
106,eth_asian=TRUE,Learners to Restricted,107,S,S,S,S,S
1,dep_index_ind=8_to_10,Learners to Restricted,0,S,48,15903,0,0
2,dep_index_ind=8_to_10,Learners to Restricted,1,S,45,15852,0,0
3,dep_index_ind=8_to_10,Learners to Restricted,2,S,42,15810,6.33E-05,6.33E-05
4,dep_index_ind=8_to_10,Learners to Restricted,3,S,36,15768,6.33E-05,6.33E-05
5,dep_index_ind=8_to_10,Learners to Restricted,4,S,42,15729,6.33E-05,6.33E-05
6,dep_index_ind=8_to_10,Learners to Restricted,5,S,33,15690,0.000110122,0.000110116
7,dep_index_ind=8_to_10,Learners to Restricted,6,315,36,15654,0.001154262,0.001142622
8,dep_index_ind=8_to_10,Learners to Restricted,7,633,42,15300,0.002036593,0.002001174
9,dep_index_ind=8_to_10,Learners to Restricted,8,552,27,14628,0.002615014,0.00256776
10,dep_index_ind=8_to_10,Learners to Restricted,9,486,36,14046,0.003064244,0.003009388
11,dep_index_ind=8_to_10,Learners to Restricted,10,456,30,13524,0.003458834,0.003397612
12,dep_index_ind=8_to_10,Learners to Restricted,11,429,54,13041,0.003815611,0.003748886
13,dep_index_ind=8_to_10,Learners to Restricted,12,402,48,12561,0.004147018,0.004075335
14,dep_index_ind=8_to_10,Learners to Restricted,13,405,63,12114,0.004477354,0.004400257
15,dep_index_ind=8_to_10,Learners to Restricted,14,357,30,11646,0.004770965,0.004689823
16,dep_index_ind=8_to_10,Learners to Restricted,15,345,51,11259,0.00505743,0.004972264
17,dep_index_ind=8_to_10,Learners to Restricted,16,276,36,10860,0.005289415,0.005202185
18,dep_index_ind=8_to_10,Learners to Restricted,17,258,27,10548,0.005511246,0.005422139
19,dep_index_ind=8_to_10,Learners to Restricted,18,321,42,10257,0.005789845,0.005696452
20,dep_index_ind=8_to_10,Learners to Restricted,19,249,51,9897,0.006012657,0.005917144
21,dep_index_ind=8_to_10,Learners to Restricted,20,240,45,9591,0.006232043,0.006134446
22,dep_index_ind=8_to_10,Learners to Restricted,21,222,48,9306,0.006438351,0.006339033
23,dep_index_ind=8_to_10,Learners to Restricted,22,216,27,9036,0.006643516,0.006542456
24,dep_index_ind=8_to_10,Learners to Restricted,23,201,63,8796,0.006842664,0.006739992
25,dep_index_ind=8_to_10,Learners to Restricted,24,210,57,8532,0.00705557,0.006950803
26,dep_index_ind=8_to_10,Learners to Restricted,25,177,30,8262,0.007239813,0.00713382
27,dep_index_ind=8_to_10,Learners to Restricted,26,174,18,8055,0.007428773,0.007321381
28,dep_index_ind=8_to_10,Learners to Restricted,27,168,27,7863,0.007614423,0.007505689
29,dep_index_ind=8_to_10,Learners to Restricted,28,147,36,7668,0.007780042,0.007670469
30,dep_index_ind=8_to_10,Learners to Restricted,29,144,30,7482,0.007945646,0.007835213
31,dep_index_ind=8_to_10,Learners to Restricted,30,138,45,7305,0.008112128,0.008000792
32,dep_index_ind=8_to_10,Learners to Restricted,31,135,51,7122,0.008276463,0.008164265
33,dep_index_ind=8_to_10,Learners to Restricted,32,114,48,6939,0.008421946,0.008309289
34,dep_index_ind=8_to_10,Learners to Restricted,33,135,36,6774,0.008595625,0.008481854
35,dep_index_ind=8_to_10,Learners to Restricted,34,114,48,6606,0.008746172,0.008631822
36,dep_index_ind=8_to_10,Learners to Restricted,35,117,63,6444,0.008907213,0.008792048
37,dep_index_ind=8_to_10,Learners to Restricted,36,111,39,6267,0.009070193,0.008954174
38,dep_index_ind=8_to_10,Learners to Restricted,37,108,42,6114,0.0092309,0.009114077
39,dep_index_ind=8_to_10,Learners to Restricted,38,90,42,5967,0.009368975,0.009251801
40,dep_index_ind=8_to_10,Learners to Restricted,39,117,45,5835,0.009552687,0.009434133
41,dep_index_ind=8_to_10,Learners to Restricted,40,99,51,5676,0.009715004,0.009595612
42,dep_index_ind=8_to_10,Learners to Restricted,41,93,42,5529,0.0098696,0.009749546
43,dep_index_ind=8_to_10,Learners to Restricted,42,84,30,5394,0.010017073,0.0098965
44,dep_index_ind=8_to_10,Learners to Restricted,43,81,63,5283,0.010159544,0.010038541
45,dep_index_ind=8_to_10,Learners to Restricted,44,75,39,5139,0.010302296,0.010180868
46,dep_index_ind=8_to_10,Learners to Restricted,45,69,30,5022,0.010434052,0.010312382
47,dep_index_ind=8_to_10,Learners to Restricted,46,84,48,4923,0.010597648,0.010475143
48,dep_index_ind=8_to_10,Learners to Restricted,47,87,45,4794,0.010778091,0.010654375
49,dep_index_ind=8_to_10,Learners to Restricted,48,66,51,4659,0.010920174,0.010796064
50,dep_index_ind=8_to_10,Learners to Restricted,49,78,57,4542,0.011099442,0.010974192
51,dep_index_ind=8_to_10,Learners to Restricted,50,60,39,4407,0.011239771,0.011114181
52,dep_index_ind=8_to_10,Learners to Restricted,51,72,45,4305,0.011414179,0.011287603
53,dep_index_ind=8_to_10,Learners to Restricted,52,57,48,4185,0.011555202,0.011428292
54,dep_index_ind=8_to_10,Learners to Restricted,53,66,24,4080,0.011733493,0.011605551
55,dep_index_ind=8_to_10,Learners to Restricted,54,45,48,3990,0.011851982,0.011724019
56,dep_index_ind=8_to_10,Learners to Restricted,55,51,72,3897,0.011997568,0.011869223
57,dep_index_ind=8_to_10,Learners to Restricted,56,66,54,3771,0.01219573,0.012065964
58,dep_index_ind=8_to_10,Learners to Restricted,57,60,51,3651,0.01238496,0.012254027
59,dep_index_ind=8_to_10,Learners to Restricted,58,57,51,3543,0.012566828,0.012434925
60,dep_index_ind=8_to_10,Learners to Restricted,59,81,66,3432,0.012837066,0.012701749
61,dep_index_ind=8_to_10,Learners to Restricted,60,66,51,3288,0.013081452,0.012943701
62,dep_index_ind=8_to_10,Learners to Restricted,61,54,54,3165,0.013289157,0.013150031
63,dep_index_ind=8_to_10,Learners to Restricted,62,42,36,3060,0.013459181,0.013319488
64,dep_index_ind=8_to_10,Learners to Restricted,63,39,75,2982,0.013619033,0.013478951
65,dep_index_ind=8_to_10,Learners to Restricted,64,48,66,2871,0.013830221,0.013688834
66,dep_index_ind=8_to_10,Learners to Restricted,65,39,45,2757,0.014021805,0.013879582
67,dep_index_ind=8_to_10,Learners to Restricted,66,33,51,2673,0.014192637,0.014049961
68,dep_index_ind=8_to_10,Learners to Restricted,67,33,57,2586,0.014372852,0.014229605
69,dep_index_ind=8_to_10,Learners to Restricted,68,21,54,2493,0.014485085,0.014342054
70,dep_index_ind=8_to_10,Learners to Restricted,69,39,69,2421,0.01472286,0.014578225
71,dep_index_ind=8_to_10,Learners to Restricted,70,27,60,2310,0.01488284,0.014738036
72,dep_index_ind=8_to_10,Learners to Restricted,71,27,105,2226,0.015060308,0.014915146
73,dep_index_ind=8_to_10,Learners to Restricted,72,27,75,2094,0.015266005,0.015120157
74,dep_index_ind=8_to_10,Learners to Restricted,73,27,75,1992,0.015507006,0.015359932
75,dep_index_ind=8_to_10,Learners to Restricted,74,21,90,1887,0.015707065,0.015559544
76,dep_index_ind=8_to_10,Learners to Restricted,75,21,69,1776,0.015940498,0.015792129
77,dep_index_ind=8_to_10,Learners to Restricted,76,9,72,1683,0.016040267,0.015892293
78,dep_index_ind=8_to_10,Learners to Restricted,77,18,57,1605,0.016283793,0.01613501
79,dep_index_ind=8_to_10,Learners to Restricted,78,18,78,1530,0.016521291,0.016371865
80,dep_index_ind=8_to_10,Learners to Restricted,79,12,72,1431,0.016698686,0.016549371
81,dep_index_ind=8_to_10,Learners to Restricted,80,24,96,1347,0.017096001,0.016943138
82,dep_index_ind=8_to_10,Learners to Restricted,81,15,60,1230,0.017407065,0.017252909
83,dep_index_ind=8_to_10,Learners to Restricted,82,21,69,1152,0.017842157,0.017684266
84,dep_index_ind=8_to_10,Learners to Restricted,83,21,96,1062,0.018366757,0.018203101
85,dep_index_ind=8_to_10,Learners to Restricted,84,21,72,945,0.018976834,0.018805695
86,dep_index_ind=8_to_10,Learners to Restricted,85,9,51,855,0.019338085,0.019165949
87,dep_index_ind=8_to_10,Learners to Restricted,86,12,57,792,0.019791409,0.019616979
88,dep_index_ind=8_to_10,Learners to Restricted,87,S,33,723,0.020032598,0.019858616
89,dep_index_ind=8_to_10,Learners to Restricted,88,6,33,684,0.020405323,0.02023074
90,dep_index_ind=8_to_10,Learners to Restricted,89,S,36,645,0.020761165,0.02058628
91,dep_index_ind=8_to_10,Learners to Restricted,90,9,54,600,0.021228145,0.021051715
92,dep_index_ind=8_to_10,Learners to Restricted,91,S,60,540,0.021631948,0.021455104
93,dep_index_ind=8_to_10,Learners to Restricted,92,12,54,474,0.022654263,0.022464257
94,dep_index_ind=8_to_10,Learners to Restricted,93,S,51,414,0.023428841,0.02323401
95,dep_index_ind=8_to_10,Learners to Restricted,94,S,60,357,0.024263125,0.02406347
96,dep_index_ind=8_to_10,Learners to Restricted,95,S,60,291,0.025462959,0.025252564
97,dep_index_ind=8_to_10,Learners to Restricted,96,S,42,225,0.025846237,0.02563729
98,dep_index_ind=8_to_10,Learners to Restricted,97,S,30,183,0.027001445,0.026788987
99,dep_index_ind=8_to_10,Learners to Restricted,98,S,24,150,0.027001445,0.026788987
100,dep_index_ind=8_to_10,Learners to Restricted,99,S,27,126,0.030426951,0.030160402
101,dep_index_ind=8_to_10,Learners to Restricted,100,S,18,96,0.032214615,0.031944532
102,dep_index_ind=8_to_10,Learners to Restricted,101,S,21,78,0.032214615,0.031944532
103,dep_index_ind=8_to_10,Learners to Restricted,102,S,15,57,0.036911472,0.036596867
104,dep_index_ind=8_to_10,Learners to Restricted,103,S,12,39,0.036911472,0.036596867
105,dep_index_ind=8_to_10,Learners to Restricted,104,S,15,30,0.036911472,0.036596867
106,dep_index_ind=8_to_10,Learners to Restricted,105,S,S,15,0.036911472,0.036596867
107,dep_index_ind=8_to_10,Learners to Restricted,106,S,6,9,0.036911472,0.036596867
108,dep_index_ind=8_to_10,Learners to Restricted,107,S,S,S,S,S
1,dep_index_ind=6_to_7,Learners to Restricted,0,S,15,9906,0,0
2,dep_index_ind=6_to_7,Learners to Restricted,1,S,12,9891,0,0
3,dep_index_ind=6_to_7,Learners to Restricted,2,S,15,9879,0,0
4,dep_index_ind=6_to_7,Learners to Restricted,3,S,18,9867,0,0
5,dep_index_ind=6_to_7,Learners to Restricted,4,S,12,9846,0,0
